"","station","hour","Transmitter","depth","habitat","Diel","tidemeters","tidestate","benthos","rugosity","dets"
"7138","BTT18","2018-07-16 01:00:00","A69-1602-65064",2.1,"channel","Night",0.068633,"incoming","seagrass",2,8
"7139","BTT27","2018-07-16 01:00:00","A69-1602-65065",2.7,"bank","Night",0.068633,"incoming","sand",1,1
"7140","BTT7","2018-07-16 01:00:00","A69-1602-65066",1.6,"basin","Night",-0.0258,"low","seagrass",2,12
"7141","BTT49","2018-07-16 01:00:00","A69-1602-65068",3,"channel","Night",0.044717,"incoming","seagrass",3,4
"7142","BTT13","2018-07-16 01:00:00","A69-1602-65069",2.8,"basin","Night",0.288183,"incoming","seagrass",3,10
"7143","BTT54","2018-07-16 01:00:00","A69-1602-65070",3.4,"channel","Night",-0.067173,"low","sand",1,6
"7144","BTT46","2018-07-16 01:00:00","A69-1602-65071",2,"basin","Night",0.044717,"incoming","seagrass",1,4
"7145","BTT17","2018-07-16 01:00:00","A69-1602-65155",3,"bank","Night",-0.0258,"low","sand",1,6
"7146","BTT37","2018-07-16 01:00:00","A69-1602-65067",3,"bank","Night",0.044717,"incoming","seagrass",3,9
"7147","BTT18","2018-07-16 02:00:00","A69-1602-65064",2.1,"channel","Night",0.288183,"incoming","seagrass",2,7
"7148","BTT27","2018-07-16 02:00:00","A69-1602-65065",2.7,"bank","Night",0.288183,"incoming","sand",1,0
"7149","BTT7","2018-07-16 02:00:00","A69-1602-65066",1.6,"basin","Night",0.103783,"incoming","seagrass",2,11
"7150","BTT49","2018-07-16 02:00:00","A69-1602-65068",3,"channel","Night",0.136715,"incoming","seagrass",3,2
"7151","BTT13","2018-07-16 02:00:00","A69-1602-65069",2.8,"basin","Night",0.498725,"incoming","seagrass",3,12
"7152","BTT54","2018-07-16 02:00:00","A69-1602-65070",3.4,"channel","Night",-0.139325,"low","sand",1,1
"7153","BTT46","2018-07-16 02:00:00","A69-1602-65071",2,"basin","Night",0.136715,"incoming","seagrass",1,4
"7154","BTT17","2018-07-16 02:00:00","A69-1602-65155",3,"bank","Night",0.103783,"incoming","sand",1,11
"7155","BTT37","2018-07-16 02:00:00","A69-1602-65067",3,"bank","Night",0.136715,"incoming","seagrass",3,6
"7156","BTT18","2018-07-16 03:00:00","A69-1602-65064",2.1,"channel","Night",0.498725,"incoming","seagrass",2,12
"7157","BTT27","2018-07-16 03:00:00","A69-1602-65065",2.7,"bank","Night",0.498725,"incoming","sand",1,0
"7158","BTT7","2018-07-16 03:00:00","A69-1602-65066",1.6,"basin","Night",0.264803,"incoming","seagrass",2,10
"7159","BTT49","2018-07-16 03:00:00","A69-1602-65068",3,"channel","Night",0.223589,"incoming","seagrass",3,1
"7160","BTT13","2018-07-16 03:00:00","A69-1602-65069",2.8,"basin","Night",0.64451,"high","seagrass",3,11
"7161","BTT54","2018-07-16 03:00:00","A69-1602-65070",3.4,"channel","Night",-0.099108,"low","sand",1,6
"7162","BTT46","2018-07-16 03:00:00","A69-1602-65071",2,"basin","Night",0.223589,"incoming","seagrass",1,4
"7163","BTT17","2018-07-16 03:00:00","A69-1602-65155",3,"bank","Night",0.264803,"incoming","sand",1,8
"7164","BTT37","2018-07-16 03:00:00","A69-1602-65067",3,"bank","Night",0.223589,"incoming","seagrass",3,11
"7165","BTT18","2018-07-16 04:00:00","A69-1602-65064",2.1,"channel","Night",0.64451,"high","seagrass",2,8
"7166","BTT27","2018-07-16 04:00:00","A69-1602-65065",2.7,"bank","Night",0.64451,"high","sand",1,0
"7167","BTT7","2018-07-16 04:00:00","A69-1602-65066",1.6,"basin","Night",0.396706,"high","seagrass",2,11
"7168","BTT49","2018-07-16 04:00:00","A69-1602-65068",3,"channel","Night",0.289232,"high","seagrass",3,4
"7169","BTT13","2018-07-16 04:00:00","A69-1602-65069",2.8,"basin","Night",0.671643,"high","seagrass",3,11
"7170","BTT54","2018-07-16 04:00:00","A69-1602-65070",3.4,"channel","Night",0.068633,"incoming","sand",1,3
"7171","BTT46","2018-07-16 04:00:00","A69-1602-65071",2,"basin","Night",0.289232,"high","seagrass",1,1
"7172","BTT17","2018-07-16 04:00:00","A69-1602-65155",3,"bank","Night",0.396706,"high","sand",1,12
"7173","BTT37","2018-07-16 04:00:00","A69-1602-65067",3,"bank","Night",0.289232,"high","seagrass",3,4
"7174","BTT18","2018-07-16 05:00:00","A69-1602-65064",2.1,"channel","Night",0.671643,"high","seagrass",2,3
"7175","BTT27","2018-07-16 05:00:00","A69-1602-65065",2.7,"bank","Night",0.671643,"high","sand",1,1
"7176","BTT7","2018-07-16 05:00:00","A69-1602-65066",1.6,"basin","Night",0.439358,"high","seagrass",2,11
"7177","BTT49","2018-07-16 05:00:00","A69-1602-65068",3,"channel","Night",0.315844,"high","seagrass",3,6
"7178","BTT13","2018-07-16 05:00:00","A69-1602-65069",2.8,"basin","Night",0.614193,"high","seagrass",3,8
"7179","BTT54","2018-07-16 05:00:00","A69-1602-65070",3.4,"channel","Night",0.288183,"incoming","sand",1,12
"7180","BTT46","2018-07-16 05:00:00","A69-1602-65071",2,"basin","Night",0.315844,"high","seagrass",1,4
"7181","BTT17","2018-07-16 05:00:00","A69-1602-65155",3,"bank","Night",0.439358,"high","sand",1,11
"7182","BTT37","2018-07-16 05:00:00","A69-1602-65067",3,"bank","Night",0.315844,"high","seagrass",3,0
"7183","BTT18","2018-07-16 06:00:00","A69-1602-65064",2.1,"channel","Night",0.614193,"high","seagrass",2,2
"7184","BTT27","2018-07-16 06:00:00","A69-1602-65065",2.7,"bank","Night",0.614193,"high","sand",1,3
"7185","BTT7","2018-07-16 06:00:00","A69-1602-65066",1.6,"basin","Night",0.415489,"high","seagrass",2,10
"7186","BTT49","2018-07-16 06:00:00","A69-1602-65068",3,"channel","Night",0.295569,"high","seagrass",3,0
"7187","BTT13","2018-07-16 06:00:00","A69-1602-65069",2.8,"basin","Night",0.498766,"outgoing","seagrass",3,12
"7188","BTT54","2018-07-16 06:00:00","A69-1602-65070",3.4,"channel","Night",0.498725,"incoming","sand",1,10
"7189","BTT46","2018-07-16 06:00:00","A69-1602-65071",2,"basin","Night",0.295569,"high","seagrass",1,9
"7190","BTT17","2018-07-16 06:00:00","A69-1602-65155",3,"bank","Night",0.415489,"high","sand",1,4
"7191","BTT37","2018-07-16 06:00:00","A69-1602-65067",3,"bank","Night",0.295569,"high","seagrass",3,5
"7192","BTT18","2018-07-16 07:00:00","A69-1602-65064",2.1,"channel","Day",0.498766,"outgoing","seagrass",2,9
"7193","BTT27","2018-07-16 07:00:00","A69-1602-65065",2.7,"bank","Day",0.498766,"outgoing","sand",1,5
"7194","BTT7","2018-07-16 07:00:00","A69-1602-65066",1.6,"basin","Day",0.358211,"outgoing","seagrass",2,11
"7195","BTT49","2018-07-16 07:00:00","A69-1602-65068",3,"channel","Day",0.236419,"outgoing","seagrass",3,3
"7196","BTT13","2018-07-16 07:00:00","A69-1602-65069",2.8,"basin","Day",0.352085,"outgoing","seagrass",3,12
"7197","BTT54","2018-07-16 07:00:00","A69-1602-65070",3.4,"channel","Day",0.64451,"high","sand",1,12
"7198","BTT46","2018-07-16 07:00:00","A69-1602-65071",2,"basin","Day",0.236419,"outgoing","seagrass",1,9
"7199","BTT17","2018-07-16 07:00:00","A69-1602-65155",3,"bank","Day",0.358211,"outgoing","sand",1,7
"7200","BTT37","2018-07-16 07:00:00","A69-1602-65067",3,"bank","Day",0.236419,"outgoing","seagrass",3,11
"7201","BTT18","2018-07-16 08:00:00","A69-1602-65064",2.1,"channel","Day",0.352085,"outgoing","seagrass",2,2
"7202","BTT27","2018-07-16 08:00:00","A69-1602-65065",2.7,"bank","Day",0.352085,"outgoing","sand",1,10
"7203","BTT7","2018-07-16 08:00:00","A69-1602-65066",1.6,"basin","Day",0.276929,"outgoing","seagrass",2,13
"7204","BTT49","2018-07-16 08:00:00","A69-1602-65068",3,"channel","Day",0.157634,"outgoing","seagrass",3,7
"7205","BTT13","2018-07-16 08:00:00","A69-1602-65069",2.8,"basin","Day",0.211672,"outgoing","seagrass",3,11
"7206","BTT54","2018-07-16 08:00:00","A69-1602-65070",3.4,"channel","Day",0.671643,"high","sand",1,11
"7207","BTT46","2018-07-16 08:00:00","A69-1602-65071",2,"basin","Day",0.157634,"outgoing","seagrass",1,10
"7208","BTT17","2018-07-16 08:00:00","A69-1602-65155",3,"bank","Day",0.276929,"outgoing","sand",1,11
"7209","BTT37","2018-07-16 08:00:00","A69-1602-65067",3,"bank","Day",0.157634,"outgoing","seagrass",3,12
"7210","BTT18","2018-07-16 09:00:00","A69-1602-65064",2.1,"channel","Day",0.211672,"outgoing","seagrass",2,8
"7211","BTT27","2018-07-16 09:00:00","A69-1602-65065",2.7,"bank","Day",0.211672,"outgoing","sand",1,6
"7212","BTT7","2018-07-16 09:00:00","A69-1602-65066",1.6,"basin","Day",0.186917,"outgoing","seagrass",2,11
"7213","BTT49","2018-07-16 09:00:00","A69-1602-65068",3,"channel","Day",0.088072,"low","seagrass",3,8
"7214","BTT13","2018-07-16 09:00:00","A69-1602-65069",2.8,"basin","Day",0.114896,"low","seagrass",3,12
"7215","BTT54","2018-07-16 09:00:00","A69-1602-65070",3.4,"channel","Day",0.614193,"high","sand",1,11
"7216","BTT46","2018-07-16 09:00:00","A69-1602-65071",2,"basin","Day",0.088072,"low","seagrass",1,10
"7217","BTT17","2018-07-16 09:00:00","A69-1602-65155",3,"bank","Day",0.186917,"outgoing","sand",1,8
"7218","BTT37","2018-07-16 09:00:00","A69-1602-65067",3,"bank","Day",0.088072,"low","seagrass",3,10
"7219","BTT18","2018-07-16 10:00:00","A69-1602-65064",2.1,"channel","Day",0.114896,"low","seagrass",2,7
"7220","BTT27","2018-07-16 10:00:00","A69-1602-65065",2.7,"bank","Day",0.114896,"low","sand",1,6
"7221","BTT7","2018-07-16 10:00:00","A69-1602-65066",1.6,"basin","Day",0.106306,"outgoing","seagrass",2,12
"7222","BTT49","2018-07-16 10:00:00","A69-1602-65068",3,"channel","Day",0.054051,"low","seagrass",3,3
"7223","BTT13","2018-07-16 10:00:00","A69-1602-65069",2.8,"basin","Day",0.088122,"low","seagrass",3,11
"7224","BTT54","2018-07-16 10:00:00","A69-1602-65070",3.4,"channel","Day",0.498766,"outgoing","sand",1,9
"7225","BTT46","2018-07-16 10:00:00","A69-1602-65071",2,"basin","Day",0.054051,"low","seagrass",1,4
"7226","BTT17","2018-07-16 10:00:00","A69-1602-65155",3,"bank","Day",0.106306,"outgoing","sand",1,11
"7227","BTT37","2018-07-16 10:00:00","A69-1602-65067",3,"bank","Day",0.054051,"low","seagrass",3,12
"7228","BTT18","2018-07-16 11:00:00","A69-1602-65064",2.1,"channel","Day",0.088122,"low","seagrass",2,6
"7229","BTT27","2018-07-16 11:00:00","A69-1602-65065",2.7,"bank","Day",0.088122,"low","sand",1,9
"7230","BTT7","2018-07-16 11:00:00","A69-1602-65066",1.6,"basin","Day",0.051513,"low","seagrass",2,10
"7231","BTT49","2018-07-16 11:00:00","A69-1602-65068",3,"channel","Day",0.070981,"low","seagrass",3,2
"7232","BTT13","2018-07-16 11:00:00","A69-1602-65069",2.8,"basin","Day",0.198964,"low","seagrass",3,10
"7233","BTT54","2018-07-16 11:00:00","A69-1602-65070",3.4,"channel","Day",0.352085,"outgoing","sand",1,10
"7234","BTT46","2018-07-16 11:00:00","A69-1602-65071",2,"basin","Day",0.070981,"low","seagrass",1,1
"7235","BTT17","2018-07-16 11:00:00","A69-1602-65155",3,"bank","Day",0.051513,"low","sand",1,9
"7236","BTT37","2018-07-16 11:00:00","A69-1602-65067",3,"bank","Day",0.070981,"low","seagrass",3,10
"7237","BTT18","2018-07-16 12:00:00","A69-1602-65064",2.1,"channel","Day",0.198964,"low","seagrass",2,4
"7238","BTT27","2018-07-16 12:00:00","A69-1602-65065",2.7,"bank","Day",0.198964,"low","sand",1,3
"7239","BTT7","2018-07-16 12:00:00","A69-1602-65066",1.6,"basin","Day",0.033733,"low","seagrass",2,8
"7240","BTT49","2018-07-16 12:00:00","A69-1602-65068",3,"channel","Day",0.138204,"incoming","seagrass",3,7
"7241","BTT13","2018-07-16 12:00:00","A69-1602-65069",2.8,"basin","Day",0.429834,"incoming","seagrass",3,6
"7242","BTT54","2018-07-16 12:00:00","A69-1602-65070",3.4,"channel","Day",0.211672,"outgoing","sand",1,7
"7243","BTT46","2018-07-16 12:00:00","A69-1602-65071",2,"basin","Day",0.138204,"incoming","seagrass",1,1
"7244","BTT17","2018-07-16 12:00:00","A69-1602-65155",3,"bank","Day",0.033733,"low","sand",1,9
"7245","BTT37","2018-07-16 12:00:00","A69-1602-65067",3,"bank","Day",0.138204,"incoming","seagrass",3,2
"7246","BTT18","2018-07-16 13:00:00","A69-1602-65064",2.1,"channel","Day",0.429834,"incoming","seagrass",2,1
"7247","BTT27","2018-07-16 13:00:00","A69-1602-65065",2.7,"bank","Day",0.429834,"incoming","sand",1,0
"7248","BTT7","2018-07-16 13:00:00","A69-1602-65066",1.6,"basin","Day",0.125768,"low","seagrass",2,9
"7249","BTT49","2018-07-16 13:00:00","A69-1602-65068",3,"channel","Day",0.233361,"incoming","seagrass",3,4
"7250","BTT13","2018-07-16 13:00:00","A69-1602-65069",2.8,"basin","Day",0.689745,"incoming","seagrass",3,10
"7251","BTT54","2018-07-16 13:00:00","A69-1602-65070",3.4,"channel","Day",0.114896,"low","sand",1,8
"7252","BTT46","2018-07-16 13:00:00","A69-1602-65071",2,"basin","Day",0.233361,"incoming","seagrass",1,2
"7253","BTT17","2018-07-16 13:00:00","A69-1602-65155",3,"bank","Day",0.125768,"low","sand",1,11
"7254","BTT37","2018-07-16 13:00:00","A69-1602-65067",3,"bank","Day",0.233361,"incoming","seagrass",3,7
"7255","BTT18","2018-07-16 14:00:00","A69-1602-65064",2.1,"channel","Day",0.689745,"incoming","seagrass",2,9
"7256","BTT27","2018-07-16 14:00:00","A69-1602-65065",2.7,"bank","Day",0.689745,"incoming","sand",1,4
"7257","BTT7","2018-07-16 14:00:00","A69-1602-65066",1.6,"basin","Day",0.322641,"incoming","seagrass",2,10
"7258","BTT49","2018-07-16 14:00:00","A69-1602-65068",3,"channel","Day",0.332084,"incoming","seagrass",3,3
"7259","BTT13","2018-07-16 14:00:00","A69-1602-65069",2.8,"basin","Day",0.906291,"high","seagrass",3,11
"7260","BTT54","2018-07-16 14:00:00","A69-1602-65070",3.4,"channel","Day",0.088122,"low","sand",1,7
"7261","BTT46","2018-07-16 14:00:00","A69-1602-65071",2,"basin","Day",0.332084,"incoming","seagrass",1,5
"7262","BTT17","2018-07-16 14:00:00","A69-1602-65155",3,"bank","Day",0.322641,"incoming","sand",1,8
"7263","BTT37","2018-07-16 14:00:00","A69-1602-65067",3,"bank","Day",0.332084,"incoming","seagrass",3,3
"7264","BTT18","2018-07-16 15:00:00","A69-1602-65064",2.1,"channel","Day",0.906291,"high","seagrass",2,9
"7265","BTT27","2018-07-16 15:00:00","A69-1602-65065",2.7,"bank","Day",0.906291,"high","sand",1,4
"7266","BTT7","2018-07-16 15:00:00","A69-1602-65066",1.6,"basin","Day",0.523086,"incoming","seagrass",2,10
"7267","BTT49","2018-07-16 15:00:00","A69-1602-65068",3,"channel","Day",0.415893,"incoming","seagrass",3,5
"7268","BTT13","2018-07-16 15:00:00","A69-1602-65069",2.8,"basin","Day",1.02381,"high","seagrass",3,11
"7269","BTT54","2018-07-16 15:00:00","A69-1602-65070",3.4,"channel","Day",0.198964,"low","sand",1,5
"7270","BTT46","2018-07-16 15:00:00","A69-1602-65071",2,"basin","Day",0.415893,"incoming","seagrass",1,1
"7271","BTT17","2018-07-16 15:00:00","A69-1602-65155",3,"bank","Day",0.523086,"incoming","sand",1,8
"7272","BTT37","2018-07-16 15:00:00","A69-1602-65067",3,"bank","Day",0.415893,"incoming","seagrass",3,7
"7273","BTT18","2018-07-16 16:00:00","A69-1602-65064",2.1,"channel","Day",1.02381,"high","seagrass",2,12
"7274","BTT27","2018-07-16 16:00:00","A69-1602-65065",2.7,"bank","Day",1.02381,"high","sand",1,0
"7275","BTT7","2018-07-16 16:00:00","A69-1602-65066",1.6,"basin","Day",0.652943,"high","seagrass",2,11
"7276","BTT49","2018-07-16 16:00:00","A69-1602-65068",3,"channel","Day",0.470001,"high","seagrass",3,9
"7277","BTT13","2018-07-16 16:00:00","A69-1602-65069",2.8,"basin","Day",1.012914,"high","seagrass",3,12
"7278","BTT54","2018-07-16 16:00:00","A69-1602-65070",3.4,"channel","Day",0.429834,"incoming","sand",1,8
"7279","BTT46","2018-07-16 16:00:00","A69-1602-65071",2,"basin","Day",0.470001,"high","seagrass",1,0
"7280","BTT17","2018-07-16 16:00:00","A69-1602-65155",3,"bank","Day",0.652943,"high","sand",1,9
"7281","BTT37","2018-07-16 16:00:00","A69-1602-65067",3,"bank","Day",0.470001,"high","seagrass",3,12
"7282","BTT18","2018-07-16 17:00:00","A69-1602-65064",2.1,"channel","Day",1.012914,"high","seagrass",2,3
"7283","BTT27","2018-07-16 17:00:00","A69-1602-65065",2.7,"bank","Day",1.012914,"high","sand",1,4
"7284","BTT7","2018-07-16 17:00:00","A69-1602-65066",1.6,"basin","Day",0.666256,"high","seagrass",2,11
"7285","BTT49","2018-07-16 17:00:00","A69-1602-65068",3,"channel","Day",0.479766,"high","seagrass",3,8
"7286","BTT13","2018-07-16 17:00:00","A69-1602-65069",2.8,"basin","Day",0.919385,"outgoing","seagrass",3,11
"7287","BTT54","2018-07-16 17:00:00","A69-1602-65070",3.4,"channel","Day",0.689745,"incoming","sand",1,12
"7288","BTT46","2018-07-16 17:00:00","A69-1602-65071",2,"basin","Day",0.479766,"high","seagrass",1,1
"7289","BTT17","2018-07-16 17:00:00","A69-1602-65155",3,"bank","Day",0.666256,"high","sand",1,9
"7290","BTT37","2018-07-16 17:00:00","A69-1602-65067",3,"bank","Day",0.479766,"high","seagrass",3,11
"7291","BTT18","2018-07-16 18:00:00","A69-1602-65064",2.1,"channel","Day",0.919385,"outgoing","seagrass",2,4
"7292","BTT27","2018-07-16 18:00:00","A69-1602-65065",2.7,"bank","Day",0.919385,"outgoing","sand",1,2
"7293","BTT7","2018-07-16 18:00:00","A69-1602-65066",1.6,"basin","Day",0.626268,"high","seagrass",2,12
"7294","BTT49","2018-07-16 18:00:00","A69-1602-65068",3,"channel","Day",0.439531,"high","seagrass",3,10
"7295","BTT13","2018-07-16 18:00:00","A69-1602-65069",2.8,"basin","Day",0.751731,"outgoing","seagrass",3,9
"7296","BTT54","2018-07-16 18:00:00","A69-1602-65070",3.4,"channel","Day",0.906291,"high","sand",1,9
"7297","BTT46","2018-07-16 18:00:00","A69-1602-65071",2,"basin","Day",0.439531,"high","seagrass",1,3
"7298","BTT17","2018-07-16 18:00:00","A69-1602-65155",3,"bank","Day",0.626268,"high","sand",1,2
"7299","BTT37","2018-07-16 18:00:00","A69-1602-65067",3,"bank","Day",0.439531,"high","seagrass",3,12
"7300","BTT18","2018-07-16 19:00:00","A69-1602-65064",2.1,"channel","Day",0.751731,"outgoing","seagrass",2,2
"7301","BTT27","2018-07-16 19:00:00","A69-1602-65065",2.7,"bank","Day",0.751731,"outgoing","sand",1,4
"7302","BTT7","2018-07-16 19:00:00","A69-1602-65066",1.6,"basin","Day",0.546762,"outgoing","seagrass",2,12
"7303","BTT49","2018-07-16 19:00:00","A69-1602-65068",3,"channel","Day",0.351154,"outgoing","seagrass",3,6
"7304","BTT13","2018-07-16 19:00:00","A69-1602-65069",2.8,"basin","Day",0.532775,"outgoing","seagrass",3,13
"7305","BTT54","2018-07-16 19:00:00","A69-1602-65070",3.4,"channel","Day",1.02381,"high","sand",1,2
"7306","BTT46","2018-07-16 19:00:00","A69-1602-65071",2,"basin","Day",0.351154,"outgoing","seagrass",1,8
"7307","BTT17","2018-07-16 19:00:00","A69-1602-65155",3,"bank","Day",0.546762,"outgoing","sand",1,9
"7308","BTT37","2018-07-16 19:00:00","A69-1602-65067",3,"bank","Day",0.351154,"outgoing","seagrass",3,11
"7309","BTT18","2018-07-16 20:00:00","A69-1602-65064",2.1,"channel","Day",0.532775,"outgoing","seagrass",2,4
"7310","BTT27","2018-07-16 20:00:00","A69-1602-65065",2.7,"bank","Day",0.532775,"outgoing","sand",1,7
"7311","BTT7","2018-07-16 20:00:00","A69-1602-65066",1.6,"basin","Day",0.434686,"outgoing","seagrass",2,10
"7312","BTT49","2018-07-16 20:00:00","A69-1602-65068",3,"channel","Day",0.229947,"outgoing","seagrass",3,5
"7313","BTT13","2018-07-16 20:00:00","A69-1602-65069",2.8,"basin","Day",0.301488,"outgoing","seagrass",3,12
"7314","BTT54","2018-07-16 20:00:00","A69-1602-65070",3.4,"channel","Day",1.012914,"high","sand",1,0
"7315","BTT46","2018-07-16 20:00:00","A69-1602-65071",2,"basin","Day",0.229947,"outgoing","seagrass",1,8
"7316","BTT17","2018-07-16 20:00:00","A69-1602-65155",3,"bank","Day",0.434686,"outgoing","sand",1,10
"7317","BTT37","2018-07-16 20:00:00","A69-1602-65067",3,"bank","Day",0.229947,"outgoing","seagrass",3,9
"7318","BTT18","2018-07-16 21:00:00","A69-1602-65064",2.1,"channel","Night",0.301488,"outgoing","seagrass",2,0
"7319","BTT27","2018-07-16 21:00:00","A69-1602-65065",2.7,"bank","Night",0.301488,"outgoing","sand",1,0
"7320","BTT7","2018-07-16 21:00:00","A69-1602-65066",1.6,"basin","Night",0.304629,"outgoing","seagrass",2,11
"7321","BTT49","2018-07-16 21:00:00","A69-1602-65068",3,"channel","Night",0.104458,"outgoing","seagrass",3,2
"7322","BTT13","2018-07-16 21:00:00","A69-1602-65069",2.8,"basin","Night",0.101891,"outgoing","seagrass",3,11
"7323","BTT54","2018-07-16 21:00:00","A69-1602-65070",3.4,"channel","Night",0.919385,"outgoing","sand",1,0
"7324","BTT46","2018-07-16 21:00:00","A69-1602-65071",2,"basin","Night",0.104458,"outgoing","seagrass",1,5
"7325","BTT17","2018-07-16 21:00:00","A69-1602-65155",3,"bank","Night",0.304629,"outgoing","sand",1,11
"7326","BTT37","2018-07-16 21:00:00","A69-1602-65067",3,"bank","Night",0.104458,"outgoing","seagrass",3,13
"7327","BTT18","2018-07-16 22:00:00","A69-1602-65064",2.1,"channel","Night",0.101891,"outgoing","seagrass",2,4
"7328","BTT27","2018-07-16 22:00:00","A69-1602-65065",2.7,"bank","Night",0.101891,"outgoing","sand",1,2
"7329","BTT7","2018-07-16 22:00:00","A69-1602-65066",1.6,"basin","Night",0.1761,"outgoing","seagrass",2,11
"7330","BTT49","2018-07-16 22:00:00","A69-1602-65068",3,"channel","Night",0.0062,"low","seagrass",3,1
"7331","BTT13","2018-07-16 22:00:00","A69-1602-65069",2.8,"basin","Night",-0.030094,"low","seagrass",3,12
"7332","BTT54","2018-07-16 22:00:00","A69-1602-65070",3.4,"channel","Night",0.751731,"outgoing","sand",1,2
"7333","BTT46","2018-07-16 22:00:00","A69-1602-65071",2,"basin","Night",0.0062,"low","seagrass",1,11
"7334","BTT17","2018-07-16 22:00:00","A69-1602-65155",3,"bank","Night",0.1761,"outgoing","sand",1,11
