"","station","hour","Transmitter","depth","habitat","Diel","tidemeters","tidestate","benthos","rugosity","dets"
"6902","BTT17","2018-07-14 22:00:00","A69-1602-65155",3,"bank","Night",-0.015663,"low","sand",1,9
"6903","BTT37","2018-07-14 22:00:00","A69-1602-65067",3,"bank","Night",-0.11821,"low","seagrass",3,12
"6904","BTT18","2018-07-14 23:00:00","A69-1602-65064",2.1,"channel","Night",-0.171923,"low","seagrass",2,11
"6905","BTT27","2018-07-14 23:00:00","A69-1602-65065",2.7,"bank","Night",-0.171923,"low","sand",1,8
"6906","BTT7","2018-07-14 23:00:00","A69-1602-65066",1.6,"basin","Night",-0.067479,"low","seagrass",2,10
"6907","BTT49","2018-07-14 23:00:00","A69-1602-65068",3,"channel","Night",-0.080154,"low","seagrass",3,3
"6908","BTT13","2018-07-14 23:00:00","A69-1602-65069",2.8,"basin","Night",-0.025067,"incoming","seagrass",3,9
"6909","BTT54","2018-07-14 23:00:00","A69-1602-65070",3.4,"channel","Night",0.104989,"outgoing","sand",1,9
"6910","BTT46","2018-07-14 23:00:00","A69-1602-65071",2,"basin","Night",-0.080154,"low","seagrass",1,4
"6911","BTT17","2018-07-14 23:00:00","A69-1602-65155",3,"bank","Night",-0.067479,"low","sand",1,8
"6912","BTT37","2018-07-14 23:00:00","A69-1602-65067",3,"bank","Night",-0.080154,"low","seagrass",3,6
"6913","BTT18","2018-07-15 00:00:00","A69-1602-65064",2.1,"channel","Night",-0.025067,"incoming","seagrass",2,9
"6914","BTT27","2018-07-15 00:00:00","A69-1602-65065",2.7,"bank","Night",-0.025067,"incoming","sand",1,1
"6915","BTT7","2018-07-15 00:00:00","A69-1602-65066",1.6,"basin","Night",-0.062157,"low","seagrass",2,11
"6916","BTT49","2018-07-15 00:00:00","A69-1602-65068",3,"channel","Night",-0.00328,"incoming","seagrass",3,2
"6917","BTT13","2018-07-15 00:00:00","A69-1602-65069",2.8,"basin","Night",0.188526,"incoming","seagrass",3,8
"6918","BTT54","2018-07-15 00:00:00","A69-1602-65070",3.4,"channel","Night",-0.086045,"low","sand",1,7
"6919","BTT46","2018-07-15 00:00:00","A69-1602-65071",2,"basin","Night",-0.00328,"incoming","seagrass",1,11
"6920","BTT17","2018-07-15 00:00:00","A69-1602-65155",3,"bank","Night",-0.062157,"low","sand",1,10
"6921","BTT37","2018-07-15 00:00:00","A69-1602-65067",3,"bank","Night",-0.00328,"incoming","seagrass",3,11
"6922","BTT18","2018-07-15 01:00:00","A69-1602-65064",2.1,"channel","Night",0.188526,"incoming","seagrass",2,4
"6923","BTT27","2018-07-15 01:00:00","A69-1602-65065",2.7,"bank","Night",0.188526,"incoming","sand",1,0
"6924","BTT7","2018-07-15 01:00:00","A69-1602-65066",1.6,"basin","Night",0.047704,"incoming","seagrass",2,12
"6925","BTT49","2018-07-15 01:00:00","A69-1602-65068",3,"channel","Night",0.089277,"incoming","seagrass",3,3
"6926","BTT13","2018-07-15 01:00:00","A69-1602-65069",2.8,"basin","Night",0.406724,"incoming","seagrass",3,11
"6927","BTT54","2018-07-15 01:00:00","A69-1602-65070",3.4,"channel","Night",-0.182675,"low","sand",1,4
"6928","BTT46","2018-07-15 01:00:00","A69-1602-65071",2,"basin","Night",0.089277,"incoming","seagrass",1,3
"6929","BTT17","2018-07-15 01:00:00","A69-1602-65155",3,"bank","Night",0.047704,"incoming","sand",1,8
"6930","BTT37","2018-07-15 01:00:00","A69-1602-65067",3,"bank","Night",0.089277,"incoming","seagrass",3,10
"6931","BTT18","2018-07-15 02:00:00","A69-1602-65064",2.1,"channel","Night",0.406724,"incoming","seagrass",2,4
"6932","BTT27","2018-07-15 02:00:00","A69-1602-65065",2.7,"bank","Night",0.406724,"incoming","sand",1,0
"6933","BTT7","2018-07-15 02:00:00","A69-1602-65066",1.6,"basin","Night",0.202845,"incoming","seagrass",2,9
"6934","BTT49","2018-07-15 02:00:00","A69-1602-65068",3,"channel","Night",0.18078,"incoming","seagrass",3,1
"6935","BTT13","2018-07-15 02:00:00","A69-1602-65069",2.8,"basin","Night",0.576585,"high","seagrass",3,10
"6936","BTT54","2018-07-15 02:00:00","A69-1602-65070",3.4,"channel","Night",-0.171923,"low","sand",1,0
"6937","BTT46","2018-07-15 02:00:00","A69-1602-65071",2,"basin","Night",0.18078,"incoming","seagrass",1,0
"6938","BTT17","2018-07-15 02:00:00","A69-1602-65155",3,"bank","Night",0.202845,"incoming","sand",1,11
"6939","BTT37","2018-07-15 02:00:00","A69-1602-65067",3,"bank","Night",0.18078,"incoming","seagrass",3,9
"6940","BTT18","2018-07-15 03:00:00","A69-1602-65064",2.1,"channel","Night",0.576585,"high","seagrass",2,5
"6941","BTT27","2018-07-15 03:00:00","A69-1602-65065",2.7,"bank","Night",0.576585,"high","sand",1,0
"6942","BTT7","2018-07-15 03:00:00","A69-1602-65066",1.6,"basin","Night",0.344442,"high","seagrass",2,10
"6943","BTT49","2018-07-15 03:00:00","A69-1602-65068",3,"channel","Night",0.255669,"high","seagrass",3,5
"6944","BTT13","2018-07-15 03:00:00","A69-1602-65069",2.8,"basin","Night",0.636208,"high","seagrass",3,12
"6945","BTT54","2018-07-15 03:00:00","A69-1602-65070",3.4,"channel","Night",-0.025067,"incoming","sand",1,2
"6946","BTT46","2018-07-15 03:00:00","A69-1602-65071",2,"basin","Night",0.255669,"high","seagrass",1,7
"6947","BTT17","2018-07-15 03:00:00","A69-1602-65155",3,"bank","Night",0.344442,"high","sand",1,12
"6948","BTT37","2018-07-15 03:00:00","A69-1602-65067",3,"bank","Night",0.255669,"high","seagrass",3,8
"6949","BTT18","2018-07-15 04:00:00","A69-1602-65064",2.1,"channel","Night",0.636208,"high","seagrass",2,6
"6950","BTT27","2018-07-15 04:00:00","A69-1602-65065",2.7,"bank","Night",0.636208,"high","sand",1,2
"6951","BTT7","2018-07-15 04:00:00","A69-1602-65066",1.6,"basin","Night",0.413709,"high","seagrass",2,10
"6952","BTT49","2018-07-15 04:00:00","A69-1602-65068",3,"channel","Night",0.295212,"high","seagrass",3,5
"6953","BTT13","2018-07-15 04:00:00","A69-1602-65069",2.8,"basin","Night",0.595302,"high","seagrass",3,8
"6954","BTT54","2018-07-15 04:00:00","A69-1602-65070",3.4,"channel","Night",0.188526,"incoming","sand",1,10
"6955","BTT46","2018-07-15 04:00:00","A69-1602-65071",2,"basin","Night",0.295212,"high","seagrass",1,12
"6956","BTT17","2018-07-15 04:00:00","A69-1602-65155",3,"bank","Night",0.413709,"high","sand",1,8
"6957","BTT37","2018-07-15 04:00:00","A69-1602-65067",3,"bank","Night",0.295212,"high","seagrass",3,12
"6958","BTT18","2018-07-15 05:00:00","A69-1602-65064",2.1,"channel","Night",0.595302,"high","seagrass",2,7
"6959","BTT27","2018-07-15 05:00:00","A69-1602-65065",2.7,"bank","Night",0.595302,"high","sand",1,7
"6960","BTT7","2018-07-15 05:00:00","A69-1602-65066",1.6,"basin","Night",0.399317,"high","seagrass",2,12
"6961","BTT49","2018-07-15 05:00:00","A69-1602-65068",3,"channel","Night",0.286207,"high","seagrass",3,5
"6962","BTT13","2018-07-15 05:00:00","A69-1602-65069",2.8,"basin","Night",0.492561,"outgoing","seagrass",3,10
"6963","BTT54","2018-07-15 05:00:00","A69-1602-65070",3.4,"channel","Night",0.406724,"incoming","sand",1,10
"6964","BTT46","2018-07-15 05:00:00","A69-1602-65071",2,"basin","Night",0.286207,"high","seagrass",1,9
"6965","BTT17","2018-07-15 05:00:00","A69-1602-65155",3,"bank","Night",0.399317,"high","sand",1,4
"6966","BTT37","2018-07-15 05:00:00","A69-1602-65067",3,"bank","Night",0.286207,"high","seagrass",3,12
"6967","BTT18","2018-07-15 06:00:00","A69-1602-65064",2.1,"channel","Night",0.492561,"outgoing","seagrass",2,6
"6968","BTT27","2018-07-15 06:00:00","A69-1602-65065",2.7,"bank","Night",0.492561,"outgoing","sand",1,4
"6969","BTT7","2018-07-15 06:00:00","A69-1602-65066",1.6,"basin","Night",0.350037,"outgoing","seagrass",2,12
"6970","BTT49","2018-07-15 06:00:00","A69-1602-65068",3,"channel","Night",0.234908,"outgoing","seagrass",3,5
"6971","BTT13","2018-07-15 06:00:00","A69-1602-65069",2.8,"basin","Night",0.352635,"outgoing","seagrass",3,13
"6972","BTT54","2018-07-15 06:00:00","A69-1602-65070",3.4,"channel","Night",0.576585,"high","sand",1,12
"6973","BTT46","2018-07-15 06:00:00","A69-1602-65071",2,"basin","Night",0.234908,"outgoing","seagrass",1,11
"6974","BTT17","2018-07-15 06:00:00","A69-1602-65155",3,"bank","Night",0.350037,"outgoing","sand",1,13
"6975","BTT37","2018-07-15 06:00:00","A69-1602-65067",3,"bank","Night",0.234908,"outgoing","seagrass",3,8
"6976","BTT18","2018-07-15 07:00:00","A69-1602-65064",2.1,"channel","Day",0.352635,"outgoing","seagrass",2,9
"6977","BTT27","2018-07-15 07:00:00","A69-1602-65065",2.7,"bank","Day",0.352635,"outgoing","sand",1,7
"6978","BTT7","2018-07-15 07:00:00","A69-1602-65066",1.6,"basin","Day",0.274516,"outgoing","seagrass",2,11
"6979","BTT49","2018-07-15 07:00:00","A69-1602-65068",3,"channel","Day",0.159103,"outgoing","seagrass",3,5
"6980","BTT13","2018-07-15 07:00:00","A69-1602-65069",2.8,"basin","Day",0.213176,"outgoing","seagrass",3,10
"6981","BTT54","2018-07-15 07:00:00","A69-1602-65070",3.4,"channel","Day",0.636208,"high","sand",1,11
"6982","BTT46","2018-07-15 07:00:00","A69-1602-65071",2,"basin","Day",0.159103,"outgoing","seagrass",1,11
"6983","BTT17","2018-07-15 07:00:00","A69-1602-65155",3,"bank","Day",0.274516,"outgoing","sand",1,12
"6984","BTT37","2018-07-15 07:00:00","A69-1602-65067",3,"bank","Day",0.159103,"outgoing","seagrass",3,11
"6985","BTT18","2018-07-15 08:00:00","A69-1602-65064",2.1,"channel","Day",0.213176,"outgoing","seagrass",2,7
"6986","BTT27","2018-07-15 08:00:00","A69-1602-65065",2.7,"bank","Day",0.213176,"outgoing","sand",1,3
"6987","BTT7","2018-07-15 08:00:00","A69-1602-65066",1.6,"basin","Day",0.187517,"outgoing","seagrass",2,13
"6988","BTT49","2018-07-15 08:00:00","A69-1602-65068",3,"channel","Day",0.088528,"low","seagrass",3,4
"6989","BTT13","2018-07-15 08:00:00","A69-1602-65069",2.8,"basin","Day",0.113905,"low","seagrass",3,12
"6990","BTT54","2018-07-15 08:00:00","A69-1602-65070",3.4,"channel","Day",0.595302,"high","sand",1,12
"6991","BTT46","2018-07-15 08:00:00","A69-1602-65071",2,"basin","Day",0.088528,"low","seagrass",1,9
"6992","BTT17","2018-07-15 08:00:00","A69-1602-65155",3,"bank","Day",0.187517,"outgoing","sand",1,10
"6993","BTT37","2018-07-15 08:00:00","A69-1602-65067",3,"bank","Day",0.088528,"low","seagrass",3,8
"6994","BTT18","2018-07-15 09:00:00","A69-1602-65064",2.1,"channel","Day",0.113905,"low","seagrass",2,11
"6995","BTT27","2018-07-15 09:00:00","A69-1602-65065",2.7,"bank","Day",0.113905,"low","sand",1,10
"6996","BTT7","2018-07-15 09:00:00","A69-1602-65066",1.6,"basin","Day",0.107338,"outgoing","seagrass",2,11
"6997","BTT49","2018-07-15 09:00:00","A69-1602-65068",3,"channel","Day",0.052377,"low","seagrass",3,1
"6998","BTT13","2018-07-15 09:00:00","A69-1602-65069",2.8,"basin","Day",0.084582,"low","seagrass",3,13
"6999","BTT54","2018-07-15 09:00:00","A69-1602-65070",3.4,"channel","Day",0.492561,"outgoing","sand",1,11
"7000","BTT46","2018-07-15 09:00:00","A69-1602-65071",2,"basin","Day",0.052377,"low","seagrass",1,5
"7001","BTT17","2018-07-15 09:00:00","A69-1602-65155",3,"bank","Day",0.107338,"outgoing","sand",1,11
"7002","BTT37","2018-07-15 09:00:00","A69-1602-65067",3,"bank","Day",0.052377,"low","seagrass",3,13
"7003","BTT18","2018-07-15 10:00:00","A69-1602-65064",2.1,"channel","Day",0.084582,"low","seagrass",2,10
"7004","BTT27","2018-07-15 10:00:00","A69-1602-65065",2.7,"bank","Day",0.084582,"low","sand",1,6
"7005","BTT7","2018-07-15 10:00:00","A69-1602-65066",1.6,"basin","Day",0.051453,"low","seagrass",2,12
"7006","BTT49","2018-07-15 10:00:00","A69-1602-65068",3,"channel","Day",0.06944,"low","seagrass",3,5
"7007","BTT13","2018-07-15 10:00:00","A69-1602-65069",2.8,"basin","Day",0.199971,"low","seagrass",3,11
"7008","BTT54","2018-07-15 10:00:00","A69-1602-65070",3.4,"channel","Day",0.352635,"outgoing","sand",1,10
"7009","BTT46","2018-07-15 10:00:00","A69-1602-65071",2,"basin","Day",0.06944,"low","seagrass",1,4
"7010","BTT17","2018-07-15 10:00:00","A69-1602-65155",3,"bank","Day",0.051453,"low","sand",1,10
"7011","BTT37","2018-07-15 10:00:00","A69-1602-65067",3,"bank","Day",0.06944,"low","seagrass",3,8
"7012","BTT18","2018-07-15 11:00:00","A69-1602-65064",2.1,"channel","Day",0.199971,"low","seagrass",2,4
"7013","BTT27","2018-07-15 11:00:00","A69-1602-65065",2.7,"bank","Day",0.199971,"low","sand",1,3
"7014","BTT7","2018-07-15 11:00:00","A69-1602-65066",1.6,"basin","Day",0.032368,"low","seagrass",2,12
"7015","BTT49","2018-07-15 11:00:00","A69-1602-65068",3,"channel","Day",0.141367,"incoming","seagrass",3,6
"7016","BTT13","2018-07-15 11:00:00","A69-1602-65069",2.8,"basin","Day",0.447626,"incoming","seagrass",3,10
"7017","BTT54","2018-07-15 11:00:00","A69-1602-65070",3.4,"channel","Day",0.213176,"outgoing","sand",1,5
"7018","BTT46","2018-07-15 11:00:00","A69-1602-65071",2,"basin","Day",0.141367,"incoming","seagrass",1,0
"7019","BTT17","2018-07-15 11:00:00","A69-1602-65155",3,"bank","Day",0.032368,"low","sand",1,10
"7020","BTT37","2018-07-15 11:00:00","A69-1602-65067",3,"bank","Day",0.141367,"incoming","seagrass",3,4
"7021","BTT18","2018-07-15 12:00:00","A69-1602-65064",2.1,"channel","Day",0.447626,"incoming","seagrass",2,5
"7022","BTT27","2018-07-15 12:00:00","A69-1602-65065",2.7,"bank","Day",0.447626,"incoming","sand",1,1
"7023","BTT7","2018-07-15 12:00:00","A69-1602-65066",1.6,"basin","Day",0.127039,"low","seagrass",2,10
"7024","BTT49","2018-07-15 12:00:00","A69-1602-65068",3,"channel","Day",0.244522,"incoming","seagrass",3,6
"7025","BTT13","2018-07-15 12:00:00","A69-1602-65069",2.8,"basin","Day",0.729165,"incoming","seagrass",3,11
"7026","BTT54","2018-07-15 12:00:00","A69-1602-65070",3.4,"channel","Day",0.113905,"low","sand",1,5
"7027","BTT46","2018-07-15 12:00:00","A69-1602-65071",2,"basin","Day",0.244522,"incoming","seagrass",1,1
"7028","BTT17","2018-07-15 12:00:00","A69-1602-65155",3,"bank","Day",0.127039,"low","sand",1,6
"7029","BTT37","2018-07-15 12:00:00","A69-1602-65067",3,"bank","Day",0.244522,"incoming","seagrass",3,5
"7030","BTT18","2018-07-15 13:00:00","A69-1602-65064",2.1,"channel","Day",0.729165,"incoming","seagrass",2,4
"7031","BTT27","2018-07-15 13:00:00","A69-1602-65065",2.7,"bank","Day",0.729165,"incoming","sand",1,1
"7032","BTT7","2018-07-15 13:00:00","A69-1602-65066",1.6,"basin","Day",0.336984,"incoming","seagrass",2,11
"7033","BTT49","2018-07-15 13:00:00","A69-1602-65068",3,"channel","Day",0.352113,"incoming","seagrass",3,4
"7034","BTT13","2018-07-15 13:00:00","A69-1602-65069",2.8,"basin","Day",0.966487,"high","seagrass",3,10
"7035","BTT54","2018-07-15 13:00:00","A69-1602-65070",3.4,"channel","Day",0.084582,"low","sand",1,5
"7036","BTT46","2018-07-15 13:00:00","A69-1602-65071",2,"basin","Day",0.352113,"incoming","seagrass",1,1
"7037","BTT17","2018-07-15 13:00:00","A69-1602-65155",3,"bank","Day",0.336984,"incoming","sand",1,9
"7038","BTT37","2018-07-15 13:00:00","A69-1602-65067",3,"bank","Day",0.352113,"incoming","seagrass",3,12
"7039","BTT18","2018-07-15 14:00:00","A69-1602-65064",2.1,"channel","Day",0.966487,"high","seagrass",2,0
"7040","BTT27","2018-07-15 14:00:00","A69-1602-65065",2.7,"bank","Day",0.966487,"high","sand",1,4
"7041","BTT7","2018-07-15 14:00:00","A69-1602-65066",1.6,"basin","Day",0.553701,"incoming","seagrass",2,11
"7042","BTT49","2018-07-15 14:00:00","A69-1602-65068",3,"channel","Day",0.444123,"incoming","seagrass",3,3
"7043","BTT13","2018-07-15 14:00:00","A69-1602-65069",2.8,"basin","Day",1.103408,"high","seagrass",3,11
"7044","BTT54","2018-07-15 14:00:00","A69-1602-65070",3.4,"channel","Day",0.199971,"low","sand",1,11
"7045","BTT46","2018-07-15 14:00:00","A69-1602-65071",2,"basin","Day",0.444123,"incoming","seagrass",1,2
"7046","BTT17","2018-07-15 14:00:00","A69-1602-65155",3,"bank","Day",0.553701,"incoming","sand",1,5
"7047","BTT37","2018-07-15 14:00:00","A69-1602-65067",3,"bank","Day",0.444123,"incoming","seagrass",3,9
"7048","BTT18","2018-07-15 15:00:00","A69-1602-65064",2.1,"channel","Day",1.103408,"high","seagrass",2,5
"7049","BTT27","2018-07-15 15:00:00","A69-1602-65065",2.7,"bank","Day",1.103408,"high","sand",1,1
"7050","BTT7","2018-07-15 15:00:00","A69-1602-65066",1.6,"basin","Day",0.699937,"high","seagrass",2,12
"7051","BTT49","2018-07-15 15:00:00","A69-1602-65068",3,"channel","Day",0.50554,"high","seagrass",3,11
"7052","BTT13","2018-07-15 15:00:00","A69-1602-65069",2.8,"basin","Day",1.102108,"high","seagrass",3,11
"7053","BTT54","2018-07-15 15:00:00","A69-1602-65070",3.4,"channel","Day",0.447626,"incoming","sand",1,6
"7054","BTT46","2018-07-15 15:00:00","A69-1602-65071",2,"basin","Day",0.50554,"high","seagrass",1,2
"7055","BTT17","2018-07-15 15:00:00","A69-1602-65155",3,"bank","Day",0.699937,"high","sand",1,7
"7056","BTT37","2018-07-15 15:00:00","A69-1602-65067",3,"bank","Day",0.50554,"high","seagrass",3,10
"7057","BTT18","2018-07-15 16:00:00","A69-1602-65064",2.1,"channel","Day",1.102108,"high","seagrass",2,8
"7058","BTT27","2018-07-15 16:00:00","A69-1602-65065",2.7,"bank","Day",1.102108,"high","sand",1,4
"7059","BTT7","2018-07-15 16:00:00","A69-1602-65066",1.6,"basin","Day",0.723477,"high","seagrass",2,11
"7060","BTT49","2018-07-15 16:00:00","A69-1602-65068",3,"channel","Day",0.5209,"high","seagrass",3,12
"7061","BTT13","2018-07-15 16:00:00","A69-1602-65069",2.8,"basin","Day",1.008383,"outgoing","seagrass",3,11
"7062","BTT54","2018-07-15 16:00:00","A69-1602-65070",3.4,"channel","Day",0.729165,"incoming","sand",1,8
"7063","BTT46","2018-07-15 16:00:00","A69-1602-65071",2,"basin","Day",0.5209,"high","seagrass",1,2
"7064","BTT17","2018-07-15 16:00:00","A69-1602-65155",3,"bank","Day",0.723477,"high","sand",1,11
"7065","BTT37","2018-07-15 16:00:00","A69-1602-65067",3,"bank","Day",0.5209,"high","seagrass",3,8
"7066","BTT18","2018-07-15 17:00:00","A69-1602-65064",2.1,"channel","Day",1.008383,"outgoing","seagrass",2,4
"7067","BTT27","2018-07-15 17:00:00","A69-1602-65065",2.7,"bank","Day",1.008383,"outgoing","sand",1,2
"7068","BTT7","2018-07-15 17:00:00","A69-1602-65066",1.6,"basin","Day",0.684747,"high","seagrass",2,12
"7069","BTT49","2018-07-15 17:00:00","A69-1602-65068",3,"channel","Day",0.482025,"high","seagrass",3,12
"7070","BTT13","2018-07-15 17:00:00","A69-1602-65069",2.8,"basin","Day",0.83078,"outgoing","seagrass",3,10
"7071","BTT54","2018-07-15 17:00:00","A69-1602-65070",3.4,"channel","Day",0.966487,"high","sand",1,5
"7072","BTT46","2018-07-15 17:00:00","A69-1602-65071",2,"basin","Day",0.482025,"high","seagrass",1,9
"7073","BTT17","2018-07-15 17:00:00","A69-1602-65155",3,"bank","Day",0.684747,"high","sand",1,10
"7074","BTT37","2018-07-15 17:00:00","A69-1602-65067",3,"bank","Day",0.482025,"high","seagrass",3,13
"7075","BTT18","2018-07-15 18:00:00","A69-1602-65064",2.1,"channel","Day",0.83078,"outgoing","seagrass",2,1
"7076","BTT27","2018-07-15 18:00:00","A69-1602-65065",2.7,"bank","Day",0.83078,"outgoing","sand",1,0
"7077","BTT7","2018-07-15 18:00:00","A69-1602-65066",1.6,"basin","Day",0.602706,"outgoing","seagrass",2,12
"7078","BTT49","2018-07-15 18:00:00","A69-1602-65068",3,"channel","Day",0.388642,"outgoing","seagrass",3,6
"7079","BTT13","2018-07-15 18:00:00","A69-1602-65069",2.8,"basin","Day",0.590956,"outgoing","seagrass",3,12
"7080","BTT54","2018-07-15 18:00:00","A69-1602-65070",3.4,"channel","Day",1.103408,"high","sand",1,0
"7081","BTT46","2018-07-15 18:00:00","A69-1602-65071",2,"basin","Day",0.388642,"outgoing","seagrass",1,1
"7082","BTT17","2018-07-15 18:00:00","A69-1602-65155",3,"bank","Day",0.602706,"outgoing","sand",1,12
"7083","BTT37","2018-07-15 18:00:00","A69-1602-65067",3,"bank","Day",0.388642,"outgoing","seagrass",3,12
"7084","BTT18","2018-07-15 19:00:00","A69-1602-65064",2.1,"channel","Day",0.590956,"outgoing","seagrass",2,5
"7085","BTT27","2018-07-15 19:00:00","A69-1602-65065",2.7,"bank","Day",0.590956,"outgoing","sand",1,0
"7086","BTT7","2018-07-15 19:00:00","A69-1602-65066",1.6,"basin","Day",0.483289,"outgoing","seagrass",2,11
"7087","BTT49","2018-07-15 19:00:00","A69-1602-65068",3,"channel","Day",0.254777,"outgoing","seagrass",3,6
"7088","BTT13","2018-07-15 19:00:00","A69-1602-65069",2.8,"basin","Day",0.329805,"outgoing","seagrass",3,10
"7089","BTT54","2018-07-15 19:00:00","A69-1602-65070",3.4,"channel","Day",1.102108,"high","sand",1,1
"7090","BTT46","2018-07-15 19:00:00","A69-1602-65071",2,"basin","Day",0.254777,"outgoing","seagrass",1,2
"7091","BTT17","2018-07-15 19:00:00","A69-1602-65155",3,"bank","Day",0.483289,"outgoing","sand",1,12
"7092","BTT37","2018-07-15 19:00:00","A69-1602-65067",3,"bank","Day",0.254777,"outgoing","seagrass",3,12
"7093","BTT18","2018-07-15 20:00:00","A69-1602-65064",2.1,"channel","Day",0.329805,"outgoing","seagrass",2,9
"7094","BTT27","2018-07-15 20:00:00","A69-1602-65065",2.7,"bank","Day",0.329805,"outgoing","sand",1,2
"7095","BTT7","2018-07-15 20:00:00","A69-1602-65066",1.6,"basin","Day",0.341236,"outgoing","seagrass",2,12
"7096","BTT49","2018-07-15 20:00:00","A69-1602-65068",3,"channel","Day",0.110505,"outgoing","seagrass",3,5
"7097","BTT13","2018-07-15 20:00:00","A69-1602-65069",2.8,"basin","Day",0.096504,"outgoing","seagrass",3,12
"7098","BTT54","2018-07-15 20:00:00","A69-1602-65070",3.4,"channel","Day",1.008383,"outgoing","sand",1,2
"7099","BTT46","2018-07-15 20:00:00","A69-1602-65071",2,"basin","Day",0.110505,"outgoing","seagrass",1,2
"7100","BTT17","2018-07-15 20:00:00","A69-1602-65155",3,"bank","Day",0.341236,"outgoing","sand",1,12
"7101","BTT37","2018-07-15 20:00:00","A69-1602-65067",3,"bank","Day",0.110505,"outgoing","seagrass",3,10
"7102","BTT18","2018-07-15 21:00:00","A69-1602-65064",2.1,"channel","Night",0.096504,"outgoing","seagrass",2,12
"7103","BTT27","2018-07-15 21:00:00","A69-1602-65065",2.7,"bank","Night",0.096504,"outgoing","sand",1,5
"7104","BTT7","2018-07-15 21:00:00","A69-1602-65066",1.6,"basin","Night",0.197366,"outgoing","seagrass",2,11
"7105","BTT49","2018-07-15 21:00:00","A69-1602-65068",3,"channel","Night",-0.008517,"outgoing","seagrass",3,6
"7106","BTT13","2018-07-15 21:00:00","A69-1602-65069",2.8,"basin","Night",-0.067173,"low","seagrass",3,11
"7107","BTT54","2018-07-15 21:00:00","A69-1602-65070",3.4,"channel","Night",0.83078,"outgoing","sand",1,9
"7108","BTT46","2018-07-15 21:00:00","A69-1602-65071",2,"basin","Night",-0.008517,"outgoing","seagrass",1,4
"7109","BTT17","2018-07-15 21:00:00","A69-1602-65155",3,"bank","Night",0.197366,"outgoing","sand",1,12
"7110","BTT37","2018-07-15 21:00:00","A69-1602-65067",3,"bank","Night",-0.008517,"outgoing","seagrass",3,12
"7111","BTT18","2018-07-15 22:00:00","A69-1602-65064",2.1,"channel","Night",-0.067173,"low","seagrass",2,10
"7112","BTT27","2018-07-15 22:00:00","A69-1602-65065",2.7,"bank","Night",-0.067173,"low","sand",1,8
"7113","BTT7","2018-07-15 22:00:00","A69-1602-65066",1.6,"basin","Night",0.073634,"outgoing","seagrass",2,12
"7114","BTT49","2018-07-15 22:00:00","A69-1602-65068",3,"channel","Night",-0.075857,"low","seagrass",3,1
"7115","BTT13","2018-07-15 22:00:00","A69-1602-65069",2.8,"basin","Night",-0.139325,"low","seagrass",3,10
"7116","BTT54","2018-07-15 22:00:00","A69-1602-65070",3.4,"channel","Night",0.590956,"outgoing","sand",1,10
"7117","BTT46","2018-07-15 22:00:00","A69-1602-65071",2,"basin","Night",-0.075857,"low","seagrass",1,6
"7118","BTT17","2018-07-15 22:00:00","A69-1602-65155",3,"bank","Night",0.073634,"outgoing","sand",1,9
"7119","BTT37","2018-07-15 22:00:00","A69-1602-65067",3,"bank","Night",-0.075857,"low","seagrass",3,8
"7120","BTT18","2018-07-15 23:00:00","A69-1602-65064",2.1,"channel","Night",-0.139325,"low","seagrass",2,8
"7121","BTT27","2018-07-15 23:00:00","A69-1602-65065",2.7,"bank","Night",-0.139325,"low","sand",1,6
"7122","BTT7","2018-07-15 23:00:00","A69-1602-65066",1.6,"basin","Night",-0.012489,"low","seagrass",2,12
"7123","BTT49","2018-07-15 23:00:00","A69-1602-65068",3,"channel","Night",-0.08331,"low","seagrass",3,4
"7124","BTT13","2018-07-15 23:00:00","A69-1602-65069",2.8,"basin","Night",-0.099108,"low","seagrass",3,10
"7125","BTT54","2018-07-15 23:00:00","A69-1602-65070",3.4,"channel","Night",0.329805,"outgoing","sand",1,10
"7126","BTT46","2018-07-15 23:00:00","A69-1602-65071",2,"basin","Night",-0.08331,"low","seagrass",1,11
"7127","BTT17","2018-07-15 23:00:00","A69-1602-65155",3,"bank","Night",-0.012489,"low","sand",1,11
"7128","BTT37","2018-07-15 23:00:00","A69-1602-65067",3,"bank","Night",-0.08331,"low","seagrass",3,11
"7129","BTT18","2018-07-16 00:00:00","A69-1602-65064",2.1,"channel","Night",-0.099108,"low","seagrass",2,4
"7130","BTT27","2018-07-16 00:00:00","A69-1602-65065",2.7,"bank","Night",-0.099108,"low","sand",1,6
"7131","BTT7","2018-07-16 00:00:00","A69-1602-65066",1.6,"basin","Night",-0.052404,"low","seagrass",2,8
"7132","BTT49","2018-07-16 00:00:00","A69-1602-65068",3,"channel","Night",-0.03588,"low","seagrass",3,3
"7133","BTT13","2018-07-16 00:00:00","A69-1602-65069",2.8,"basin","Night",0.068633,"incoming","seagrass",3,11
"7134","BTT54","2018-07-16 00:00:00","A69-1602-65070",3.4,"channel","Night",0.096504,"outgoing","sand",1,9
"7135","BTT46","2018-07-16 00:00:00","A69-1602-65071",2,"basin","Night",-0.03588,"low","seagrass",1,5
"7136","BTT17","2018-07-16 00:00:00","A69-1602-65155",3,"bank","Night",-0.052404,"low","sand",1,11
"7137","BTT37","2018-07-16 00:00:00","A69-1602-65067",3,"bank","Night",-0.03588,"low","seagrass",3,12
